@RELATION Features

@ATTRIBUTE BBBarycenterX0 NUMERIC
@ATTRIBUTE BBBarycenterY0 NUMERIC
@ATTRIBUTE PixelsRatio0 NUMERIC
@ATTRIBUTE BBBarycenterX1 NUMERIC
@ATTRIBUTE BBBarycenterY1 NUMERIC
@ATTRIBUTE PixelsRatio1 NUMERIC
@ATTRIBUTE BBBarycenterX2 NUMERIC
@ATTRIBUTE BBBarycenterY2 NUMERIC
@ATTRIBUTE PixelsRatio2 NUMERIC
@ATTRIBUTE BBBarycenterX3 NUMERIC
@ATTRIBUTE BBBarycenterY3 NUMERIC
@ATTRIBUTE PixelsRatio3 NUMERIC
@ATTRIBUTE BBBarycenterX4 NUMERIC
@ATTRIBUTE BBBarycenterY4 NUMERIC
@ATTRIBUTE PixelsRatio4 NUMERIC
@ATTRIBUTE BBRatio NUMERIC
@ATTRIBUTE class {accident,bomb,car,casualty,electricity,fire,fire_brigade,flood,gas,injury,paramedics,person,police,roadblock}


@DATA
0.5125,0.52381,0.831463,0.4,0.493151,0.873973,0.525,0.452055,0.795548,0.675,0.438356,0.855479,0.425,0.424658,0.79863,0.544218,casualty
0.466667,0.555556,0.687037,0.181818,0.472222,0.752525,0.5,0.472222,0.613636,0.681818,0.638889,0.791667,0.409091,0.416667,0.574495,0.625,casualty
0.421053,0.515152,0.693381,0.315789,0.424242,0.700159,0.526316,0.424242,0.631579,0.315789,0.606061,0.76236,0.315789,0.454545,0.679426,0.575758,casualty
0.5,0.538462,0.746606,0.676471,0.53125,0.862132,0.5,0.375,0.634191,0.529412,0.5,0.795956,0.441176,0.4375,0.681985,1.04615,casualty
0.457143,0.48,0.777714,0.457143,0.459459,0.803089,0.514286,0.378378,0.716602,0.428571,0.513514,0.772201,0.371429,0.378378,0.810811,0.933333,casualty
0.53125,0.539474,0.765419,0.6875,0.552632,0.875822,0.5625,0.394737,0.712993,0.4375,0.473684,0.804276,0.40625,0.342105,0.668586,0.842105,casualty
0.482993,0.5,0.899844,0.369863,0.540541,0.910774,0.657534,0.283784,0.887819,0.493151,0.594595,0.906701,0.369863,0.459459,0.891892,0.993243,casualty
0.533898,0.524194,0.876435,0.508475,0.548387,0.882176,0.711864,0.370968,0.886003,0.542373,0.596774,0.894204,0.40678,0.483871,0.843357,0.951613,casualty
0.484536,0.536232,0.881518,0.458333,0.536232,0.893116,0.645833,0.333333,0.858394,0.520833,0.695652,0.899457,0.375,0.492754,0.872886,0.702899,casualty
0.480769,0.513514,0.874675,0.442308,0.527027,0.881497,0.615385,0.337838,0.860447,0.423077,0.648649,0.880457,0.365385,0.513514,0.876299,0.702703,casualty
0.471698,0.49635,0.863724,0.509434,0.588235,0.88485,0.584906,0.397059,0.829356,0.433962,0.544118,0.846837,0.301887,0.470588,0.890954,0.773723,casualty
0.5,0.529915,0.873356,0.596154,0.448276,0.907162,0.538462,0.37931,0.834549,0.596154,0.603448,0.899867,0.326923,0.37931,0.848143,0.888889,casualty
0.527027,0.495413,0.858418,0.594595,0.462963,0.893894,0.594595,0.333333,0.846346,0.459459,0.518519,0.851852,0.378378,0.481481,0.838338,0.678899,casualty
0.453333,0.516556,0.879558,0.27027,0.493333,0.886847,0.567568,0.386667,0.859099,0.540541,0.64,0.896216,0.378378,0.466667,0.868829,0.496689,casualty
0.448718,0.432,0.87241,0.307692,0.403226,0.84574,0.615385,0.306452,0.886683,0.435897,0.483871,0.860629,0.358974,0.532258,0.894127,0.624,casualty
0.460674,0.503759,0.8601,0.386364,0.409091,0.865702,0.568182,0.409091,0.840909,0.409091,0.545455,0.88051,0.386364,0.469697,0.845386,0.669173,casualty
0.45283,0.549296,0.78262,0.269231,0.6,0.838462,0.538462,0.428571,0.707692,0.576923,0.571429,0.825275,0.346154,0.428571,0.73956,0.746479,casualty
0.416667,0.532468,0.781115,0.416667,0.473684,0.716009,0.541667,0.5,0.760965,0.333333,0.763158,0.882675,0.333333,0.526316,0.759868,0.623377,casualty
0.428571,0.506494,0.765615,0.333333,0.5,0.766917,0.52381,0.447368,0.721805,0.380952,0.631579,0.775689,0.333333,0.526316,0.79198,0.545455,casualty
0.42623,0.447368,0.778689,0.533333,0.552632,0.735965,0.533333,0.394737,0.753509,0.366667,0.605263,0.713158,0.166667,0.342105,0.901754,0.802632,casualty
0.451613,0.5,0.77621,0.548387,0.527778,0.771505,0.516129,0.5,0.735663,0.419355,0.583333,0.773297,0.225806,0.416667,0.824373,0.861111,casualty
0.448276,0.507692,0.877188,0.517241,0.476923,0.885411,0.586207,0.323077,0.832626,0.362069,0.630769,0.880637,0.344828,0.615385,0.91008,0.892308,casualty
0.480315,0.519737,0.896291,0.634921,0.565789,0.908939,0.587302,0.421053,0.861947,0.539683,0.618421,0.907059,0.253968,0.368421,0.90518,0.835526,casualty
0.489051,0.506849,0.891011,0.514706,0.534247,0.889001,0.661765,0.465753,0.882151,0.441176,0.630137,0.899476,0.352941,0.369863,0.891015,0.938356,casualty
0.475806,0.504274,0.865109,0.435484,0.603448,0.875695,0.564516,0.448276,0.852892,0.370968,0.568966,0.842603,0.435484,0.5,0.887097,1.05983,casualty
0.526316,0.460938,0.882989,0.621212,0.578125,0.871212,0.651515,0.515625,0.908617,0.454545,0.5625,0.860559,0.424242,0.265625,0.889205,1.03906,casualty
0.452703,0.505682,0.894234,0.5,0.511364,0.902641,0.567568,0.375,0.849201,0.405405,0.579545,0.885903,0.445946,0.727273,0.939189,0.840909,casualty
0.485577,0.553763,0.919251,0.548077,0.505376,0.933519,0.596154,0.430108,0.895368,0.432692,0.709677,0.937345,0.394231,0.462366,0.910773,1.11828,casualty
0.482143,0.57754,0.936688,0.607143,0.516129,0.946525,0.580357,0.505376,0.914363,0.482143,0.591398,0.970046,0.410714,0.419355,0.915995,1.19786,casualty
0.487437,0.572254,0.924304,0.646465,0.395349,0.94926,0.505051,0.511628,0.897111,0.393939,0.581395,0.947733,0.434343,0.476744,0.900634,1.15029,casualty
0.507692,0.528662,0.919255,0.680412,0.551282,0.93973,0.546392,0.384615,0.903384,0.412371,0.551282,0.921887,0.412371,0.487179,0.909199,1.24204,casualty
0.476636,0.504,0.853084,0.471698,0.532258,0.880402,0.566038,0.306452,0.811625,0.490566,0.580645,0.849057,0.358491,0.5,0.864577,0.856,casualty
0.496063,0.503817,0.869568,0.460317,0.523077,0.886691,0.587302,0.369231,0.85641,0.507937,0.584615,0.870574,0.365079,0.461538,0.85812,0.969466,casualty
0.4375,0.511111,0.893113,0.421875,0.522388,0.883862,0.625,0.343284,0.863806,0.3125,0.701493,0.915345,0.421875,0.552239,0.907183,0.948148,casualty
0.433333,0.513889,0.868441,0.311111,0.458333,0.879321,0.533333,0.375,0.831481,0.4,0.694444,0.877778,0.355556,0.444444,0.885185,0.625,casualty
0.462185,0.516667,0.864566,0.440678,0.583333,0.877401,0.59322,0.416667,0.830791,0.440678,0.6,0.85791,0.355932,0.533333,0.888701,0.991667,casualty
0.503937,0.536585,0.879585,0.714286,0.459016,0.923237,0.571429,0.360656,0.843352,0.428571,0.590164,0.901639,0.333333,0.393443,0.844653,1.03252,casualty
0.514286,0.517857,0.856207,0.634615,0.482143,0.911401,0.519231,0.339286,0.819712,0.5,0.535714,0.853365,0.403846,0.428571,0.836538,0.9375,casualty
0.478261,0.508333,0.863406,0.561404,0.483333,0.893567,0.561404,0.3,0.822222,0.385965,0.6,0.861404,0.385965,0.483333,0.872807,0.958333,casualty
0.5,0.479339,0.899854,0.529412,0.533333,0.89902,0.617647,0.266667,0.902941,0.426471,0.6,0.896324,0.382353,0.466667,0.899265,1.12397,casualty
0.458333,0.58,0.850667,0.583333,0.5,0.908,0.483333,0.48,0.776,0.283333,0.48,0.916667,0.383333,0.4,0.802,1.2,casualty
0.489796,0.505747,0.913207,0.540816,0.551724,0.915904,0.683673,0.390805,0.899836,0.479592,0.632184,0.914262,0.265306,0.471264,0.922824,1.12644,casualty
0.489691,0.556122,0.920813,0.536082,0.55102,0.919945,0.649485,0.408163,0.90932,0.453608,0.72449,0.958132,0.412371,0.428571,0.895855,0.989796,casualty
0.46729,0.519774,0.928402,0.570093,0.511364,0.919074,0.626168,0.409091,0.91918,0.345794,0.681818,0.945412,0.373832,0.534091,0.928951,1.20904,casualty
0.490741,0.559322,0.926894,0.62963,0.568182,0.939078,0.611111,0.477273,0.910774,0.462963,0.693182,0.943708,0.305556,0.443182,0.913826,1.22034,casualty
0.507692,0.565714,0.922139,0.670103,0.563218,0.937433,0.587629,0.448276,0.906861,0.463918,0.735632,0.9385,0.371134,0.471264,0.904136,1.11429,casualty
0.495726,0.488722,0.843519,0.586207,0.515152,0.847179,0.62069,0.424242,0.835684,0.517241,0.575758,0.831243,0.275862,0.469697,0.852142,0.879699,casualty
0.524752,0.484127,0.823982,0.52,0.619048,0.813968,0.68,0.444444,0.854286,0.5,0.571429,0.795238,0.42,0.428571,0.826984,0.801587,casualty
0.485149,0.475806,0.8126,0.52,0.532258,0.782581,0.62,0.419355,0.831613,0.42,0.580645,0.786129,0.4,0.5,0.844516,0.814516,casualty
0.47,0.512,0.82152,0.44,0.5,0.831613,0.6,0.387097,0.787419,0.42,0.564516,0.850645,0.36,0.5,0.812581,0.8,casualty
0.452632,0.486842,0.852632,0.468085,0.486842,0.851064,0.510638,0.342105,0.822228,0.382979,0.552632,0.847704,0.425532,0.605263,0.884378,0.625,casualty
0.5,0.481481,0.841111,0.52,0.537313,0.800299,0.64,0.477612,0.867761,0.52,0.58209,0.85194,0.4,0.447761,0.841194,0.740741,casualty
0.46,0.530303,0.866439,0.46,0.606061,0.850909,0.66,0.454545,0.854242,0.44,0.575758,0.905758,0.36,0.439394,0.854848,0.757576,casualty
0.474576,0.491803,0.872395,0.491525,0.622951,0.853293,0.711864,0.42623,0.881078,0.440678,0.622951,0.86663,0.254237,0.442623,0.88858,0.967213,casualty
0.5,0.463415,0.836659,0.5,0.57377,0.805514,0.727273,0.540984,0.880775,0.454545,0.540984,0.827124,0.363636,0.327869,0.829732,0.715447,casualty
0.489362,0.525862,0.847395,0.489362,0.637931,0.861702,0.659574,0.431034,0.834189,0.382979,0.603448,0.856933,0.382979,0.413793,0.836757,0.810345,casualty
0.5,0.459259,0.844227,0.509804,0.537313,0.812116,0.686275,0.432836,0.878256,0.490196,0.537313,0.829675,0.333333,0.447761,0.853673,0.755556,casualty
0.482143,0.475524,0.849088,0.482143,0.521127,0.838531,0.660714,0.408451,0.847082,0.571429,0.507042,0.856388,0.25,0.394366,0.851358,0.783217,casualty
0.470588,0.477124,0.862251,0.474576,0.486842,0.844112,0.644068,0.421053,0.863961,0.525424,0.552632,0.873773,0.271186,0.407895,0.860616,0.777778,casualty
0.483051,0.496774,0.881629,0.440678,0.623377,0.87101,0.644068,0.363636,0.885538,0.457627,0.623377,0.86947,0.322034,0.545455,0.899406,0.76129,casualty
0.485714,0.472393,0.87901,0.542857,0.506173,0.868254,0.614286,0.432099,0.882892,0.428571,0.555556,0.859612,0.285714,0.530864,0.904056,0.858896,casualty
0.460526,0.530864,0.724821,0.342105,0.4,0.752632,0.578947,0.4,0.659211,0.447368,0.5,0.839474,0.394737,0.475,0.648684,0.938272,casualty
0.477778,0.516484,0.77851,0.444444,0.444444,0.802469,0.622222,0.333333,0.742716,0.466667,0.555556,0.838025,0.333333,0.466667,0.723951,0.989011,casualty
0.493151,0.5,0.778166,0.416667,0.530612,0.723923,0.694444,0.428571,0.828231,0.5,0.612245,0.80839,0.416667,0.489796,0.746032,0.744898,casualty
0.488372,0.483871,0.787197,0.488372,0.608696,0.750253,0.697674,0.413043,0.799292,0.488372,0.543478,0.793225,0.348837,0.413043,0.799798,0.924731,casualty
0.4375,0.462264,0.807488,0.375,0.528302,0.722877,0.708333,0.415094,0.84316,0.354167,0.641509,0.823506,0.375,0.471698,0.840409,0.90566,casualty
0.473684,0.510309,0.891994,0.423529,0.525773,0.884415,0.694118,0.402062,0.882596,0.552941,0.536082,0.921528,0.329412,0.42268,0.87738,0.881443,casualty
0.49375,0.494624,0.882392,0.45,0.537634,0.873925,0.7125,0.376344,0.885349,0.525,0.55914,0.901075,0.3375,0.430108,0.86922,0.860215,casualty
0.510526,0.507853,0.89876,0.526316,0.621053,0.885762,0.726316,0.452632,0.916898,0.484211,0.610526,0.893296,0.357895,0.526316,0.897507,0.994764,casualty
0.447059,0.497409,0.896739,0.423529,0.5625,0.864461,0.647059,0.427083,0.905515,0.352941,0.645833,0.909069,0.388235,0.552083,0.906495,0.880829,casualty
0.463855,0.47027,0.888245,0.421687,0.51087,0.850052,0.662651,0.434783,0.910293,0.39759,0.597826,0.891042,0.39759,0.51087,0.899817,0.897297,casualty
0.53012,0.47191,0.793962,0.585366,0.590909,0.757761,0.731707,0.477273,0.85643,0.487805,0.568182,0.792129,0.390244,0.340909,0.756098,0.932584,casualty
0.483516,0.462366,0.804443,0.533333,0.565217,0.759903,0.711111,0.434783,0.833333,0.422222,0.586957,0.792754,0.333333,0.347826,0.819324,0.978495,casualty
0.412698,0.494253,0.731071,0.419355,0.534884,0.726932,0.419355,0.44186,0.649662,0.483871,0.55814,0.711178,0.290323,0.418605,0.813203,0.724138,casualty
0.443038,0.483871,0.808221,0.487179,0.456522,0.776477,0.615385,0.434783,0.79097,0.384615,0.586957,0.835006,0.333333,0.413043,0.817726,0.849462,casualty
0.415385,0.509804,0.802866,0.375,0.431373,0.782475,0.53125,0.45098,0.764706,0.375,0.509804,0.86152,0.375,0.431373,0.792279,0.637255,casualty
0.5,0.489655,0.843315,0.421053,0.5,0.836988,0.719298,0.388889,0.851852,0.54386,0.541667,0.857456,0.315789,0.430556,0.825292,0.786207,casualty
0.486957,0.485915,0.838763,0.473684,0.549296,0.787003,0.736842,0.450704,0.872251,0.45614,0.591549,0.853472,0.368421,0.492958,0.837658,0.809859,casualty
0.45045,0.473333,0.853934,0.436364,0.546667,0.793697,0.672727,0.466667,0.877576,0.472727,0.613333,0.865455,0.327273,0.453333,0.874424,0.74,casualty
0.471545,0.482014,0.85167,0.442623,0.492754,0.829888,0.721311,0.391304,0.850558,0.508197,0.565217,0.872891,0.311475,0.42029,0.846757,0.884892,casualty
0.476923,0.471429,0.862857,0.507692,0.528571,0.816044,0.723077,0.442857,0.891429,0.369231,0.628571,0.866154,0.384615,0.442857,0.877802,0.928571,casualty
0.446809,0.478571,0.824392,0.404255,0.585714,0.767173,0.595745,0.457143,0.841945,0.446809,0.557143,0.834954,0.361702,0.442857,0.853495,0.671429,casualty
0.438095,0.464789,0.844467,0.5,0.521127,0.782774,0.615385,0.478873,0.849675,0.442308,0.591549,0.853196,0.25,0.408451,0.887324,0.739437,casualty
0.420455,0.486957,0.828656,0.363636,0.508772,0.767943,0.590909,0.491228,0.825359,0.477273,0.596491,0.863238,0.272727,0.45614,0.855662,0.765217,casualty
0.4375,0.470149,0.843828,0.375,0.552239,0.794154,0.625,0.447761,0.856343,0.479167,0.61194,0.851679,0.291667,0.432836,0.873134,0.716418,casualty
0.242604,0.342105,0.938462,0.416667,0.557895,0.817794,0.571429,0.126316,0.949624,0.0714286,0.505263,0.989975,0.0238095,0.242105,0.994987,0.889474,casualty
0.429752,0.507692,0.865925,0.416667,0.523077,0.838718,0.683333,0.384615,0.851538,0.266667,0.646154,0.901282,0.35,0.492308,0.868462,0.930769,casualty
0.482759,0.476563,0.863887,0.465517,0.625,0.83917,0.724138,0.453125,0.881466,0.413793,0.5625,0.855873,0.327586,0.40625,0.879041,0.90625,casualty
0.46875,0.491803,0.844262,0.354167,0.540984,0.82582,0.729167,0.377049,0.846311,0.5,0.540984,0.873292,0.333333,0.393443,0.831626,0.786885,casualty
0.539683,0.496241,0.875343,0.52381,0.666667,0.869168,0.777778,0.409091,0.912939,0.507937,0.560606,0.857383,0.365079,0.469697,0.859307,0.947368,casualty
0.457627,0.477941,0.860481,0.474576,0.573529,0.825773,0.694915,0.397059,0.868395,0.338983,0.602941,0.854686,0.355932,0.5,0.893071,0.867647,casualty
0.473684,0.503597,0.864319,0.350877,0.637681,0.88177,0.684211,0.362319,0.842868,0.473684,0.594203,0.846173,0.22807,0.478261,0.883295,0.820144,casualty
0.473214,0.492188,0.856864,0.357143,0.53125,0.88644,0.642857,0.359375,0.811105,0.571429,0.46875,0.857143,0.214286,0.421875,0.872768,0.875,casualty
0.444444,0.478632,0.857404,0.344828,0.517241,0.848692,0.672414,0.327586,0.84126,0.465517,0.586207,0.859394,0.206897,0.448276,0.874257,1,casualty
0.448276,0.488189,0.85596,0.258621,0.619048,0.863164,0.672414,0.333333,0.828407,0.413793,0.555556,0.826492,0.241379,0.555556,0.90613,0.913386,casualty
0.483333,0.482014,0.865767,0.4,0.536232,0.856522,0.633333,0.405797,0.879227,0.466667,0.57971,0.848792,0.3,0.507246,0.87657,0.863309,casualty
0.511905,0.486339,0.888954,0.428571,0.505495,0.879775,0.738095,0.417582,0.908294,0.535714,0.571429,0.89809,0.357143,0.417582,0.868132,0.918033,casualty
0.475177,0.481928,0.879134,0.342857,0.578313,0.864372,0.728571,0.373494,0.884682,0.542857,0.554217,0.877108,0.257143,0.445783,0.887435,0.849398,casualty
0.47929,0.502591,0.907257,0.380952,0.65625,0.902406,0.702381,0.375,0.906126,0.52381,0.583333,0.904266,0.25,0.458333,0.914187,0.875648,casualty
0.461538,0.466321,0.898731,0.346154,0.614583,0.873798,0.666667,0.385417,0.913061,0.525641,0.59375,0.88969,0.269231,0.395833,0.9168,0.80829,casualty
0.47093,0.488764,0.915502,0.290698,0.617978,0.904625,0.77907,0.179775,0.926313,0.406977,0.58427,0.919127,0.360465,0.52809,0.911941,0.966292,casualty
0.509434,0.492308,0.854064,0.528302,0.507692,0.869956,0.679245,0.446154,0.856604,0.45283,0.538462,0.846734,0.320755,0.384615,0.842961,0.815385,casualty
0.457364,0.471545,0.866074,0.5,0.459016,0.855277,0.625,0.42623,0.859631,0.265625,0.557377,0.85502,0.40625,0.491803,0.888832,1.04878,casualty
0.48062,0.482014,0.876136,0.53125,0.521739,0.876132,0.59375,0.434783,0.874774,0.40625,0.507246,0.855752,0.3125,0.536232,0.892437,0.928058,casualty
0.515464,0.456522,0.835724,0.5625,0.565217,0.835447,0.625,0.463768,0.862017,0.479167,0.463768,0.790761,0.375,0.434783,0.849336,0.702899,casualty
0.528302,0.50365,0.852706,0.566038,0.588235,0.86182,0.735849,0.426471,0.872087,0.415094,0.558824,0.847669,0.358491,0.426471,0.826304,0.773723,casualty
0.497297,0.453202,0.909093,0.543478,0.564356,0.893241,0.663043,0.326733,0.933706,0.347826,0.554455,0.888614,0.402174,0.50495,0.917779,0.91133,casualty
0.51087,0.502618,0.900979,0.565217,0.6,0.902403,0.684783,0.494737,0.906865,0.467391,0.515789,0.892677,0.326087,0.484211,0.900686,0.963351,casualty
0.532967,0.480952,0.9146,0.615385,0.580952,0.913344,0.714286,0.447619,0.930089,0.428571,0.542857,0.89775,0.373626,0.485714,0.917216,0.866667,casualty
0.528571,0.444976,0.908681,0.6,0.557692,0.89304,0.704762,0.490385,0.940385,0.390476,0.509615,0.881593,0.409524,0.471154,0.91859,1.00478,casualty
0.517073,0.463964,0.922918,0.598039,0.540541,0.915739,0.77451,0.495495,0.939057,0.411765,0.495495,0.904346,0.284314,0.486486,0.931461,0.923423,casualty
0.485149,0.439815,0.918798,0.574257,0.472222,0.894023,0.633663,0.351852,0.931977,0.326733,0.509259,0.914191,0.485149,0.537037,0.935002,0.935185,casualty
0.547511,0.429204,0.920074,0.636364,0.522124,0.912792,0.645455,0.646018,0.954706,0.436364,0.504425,0.884232,0.409091,0.336283,0.927434,0.977876,casualty
0.475962,0.440367,0.907022,0.548077,0.513761,0.871736,0.634615,0.522936,0.930222,0.355769,0.53211,0.897495,0.432692,0.431193,0.928634,0.954128,casualty
0.527094,0.422535,0.901154,0.574257,0.471698,0.888474,0.653465,0.54717,0.936017,0.475248,0.481132,0.869512,0.336634,0.367925,0.907996,0.953052,casualty
0.5,0.434146,0.917344,0.592593,0.509804,0.900508,0.62963,0.480392,0.935276,0.324074,0.431373,0.899147,0.481481,0.480392,0.933279,1.05366,casualty
0.504202,0.470149,0.862975,0.525424,0.537313,0.849481,0.677966,0.507463,0.890463,0.508475,0.552239,0.845687,0.288136,0.358209,0.862636,0.88806,casualty
0.523438,0.471014,0.879416,0.53125,0.507246,0.871377,0.75,0.478261,0.911005,0.46875,0.536232,0.862319,0.34375,0.449275,0.872962,0.927536,casualty
0.472222,0.481707,0.892192,0.486111,0.560976,0.879743,0.652778,0.378049,0.88872,0.5,0.560976,0.890075,0.236111,0.463415,0.91023,0.878049,casualty
0.481013,0.471698,0.892206,0.493671,0.531646,0.88191,0.696203,0.417722,0.900497,0.303797,0.531646,0.880147,0.367089,0.493671,0.904502,0.993711,casualty
0.539474,0.483444,0.882537,0.539474,0.613333,0.896491,0.697368,0.466667,0.903158,0.486842,0.493333,0.863333,0.342105,0.373333,0.865088,1.00662,casualty
0.528571,0.466667,0.871164,0.585714,0.58209,0.875053,0.671429,0.522388,0.894456,0.457143,0.477612,0.843497,0.328571,0.343284,0.869723,1.03704,casualty
0.475177,0.503704,0.876858,0.514286,0.522388,0.906823,0.6,0.41791,0.843284,0.4,0.492537,0.866738,0.328571,0.462687,0.885714,1.04444,casualty
0.503067,0.459119,0.899062,0.518519,0.531646,0.896078,0.691358,0.329114,0.906079,0.407407,0.493671,0.881388,0.37037,0.518987,0.908892,1.02516,casualty
0.526316,0.479167,0.878498,0.530303,0.513889,0.881313,0.666667,0.486111,0.901094,0.5,0.5,0.864478,0.348485,0.388889,0.864268,0.923611,casualty
0.480916,0.43662,0.863939,0.461538,0.464789,0.846587,0.676923,0.43662,0.876706,0.476923,0.507042,0.837053,0.276923,0.380282,0.892091,0.922535,casualty
0.492063,0.468354,0.793048,0.483871,0.615385,0.803143,0.580645,0.384615,0.801489,0.387097,0.487179,0.732837,0.387097,0.487179,0.818031,0.797468,casualty
0.507246,0.511628,0.800303,0.5,0.511628,0.830369,0.676471,0.465116,0.802326,0.411765,0.511628,0.796854,0.323529,0.44186,0.76197,0.802326,casualty
0.546667,0.544304,0.811308,0.567568,0.615385,0.853777,0.702703,0.461538,0.823285,0.540541,0.435897,0.848926,0.378378,0.461538,0.711712,0.949367,casualty
0.547619,0.5,0.816492,0.595238,0.585366,0.841463,0.785714,0.390244,0.841463,0.52381,0.512195,0.813589,0.285714,0.439024,0.769454,1.02439,casualty
0.493506,0.520548,0.788116,0.526316,0.555556,0.839181,0.631579,0.416667,0.758772,0.447368,0.472222,0.815058,0.289474,0.388889,0.722953,1.05479,casualty
0.504274,0.469027,0.845246,0.5,0.571429,0.851601,0.724138,0.428571,0.846675,0.413793,0.482143,0.819273,0.310345,0.410714,0.854988,1.0354,casualty
0.525424,0.491525,0.859308,0.59322,0.59322,0.853203,0.728814,0.474576,0.884229,0.457627,0.491525,0.852916,0.338983,0.440678,0.846883,1,casualty
0.56391,0.467742,0.868846,0.606061,0.66129,0.882454,0.727273,0.532258,0.911046,0.5,0.483871,0.824047,0.393939,0.354839,0.854839,1.07258,casualty
0.53719,0.474074,0.875298,0.6,0.641791,0.878109,0.733333,0.522388,0.902488,0.5,0.522388,0.831343,0.283333,0.41791,0.885323,0.896296,casualty
0.527559,0.476923,0.86705,0.52381,0.538462,0.867155,0.809524,0.415385,0.899878,0.492063,0.538462,0.847375,0.301587,0.446154,0.850549,0.976923,casualty
0.509615,0.466667,0.819017,0.538462,0.6,0.854701,0.673077,0.422222,0.800427,0.461538,0.444444,0.765812,0.211538,0.4,0.855128,1.15556,casualty
0.533981,0.496183,0.85889,0.470588,0.523077,0.87451,0.666667,0.461538,0.878431,0.607843,0.523077,0.867572,0.372549,0.353846,0.810256,0.78626,casualty
0.540323,0.529412,0.850434,0.5,0.559322,0.902406,0.66129,0.440678,0.844997,0.516129,0.474576,0.864407,0.370968,0.423729,0.786495,1.04202,casualty
0.51087,0.469697,0.835474,0.5,0.575758,0.852437,0.630435,0.348485,0.83004,0.5,0.484848,0.804018,0.347826,0.484848,0.855402,0.69697,casualty
0.483051,0.514493,0.85974,0.40678,0.521739,0.868828,0.661017,0.434783,0.858757,0.355932,0.550725,0.8789,0.355932,0.405797,0.832474,0.855072,casualty
0.469697,0.5,0.777357,0.575758,0.583333,0.823232,0.606061,0.361111,0.709596,0.363636,0.5,0.73569,0.272727,0.527778,0.840909,0.916667,casualty
0.537313,0.505376,0.801316,0.484848,0.565217,0.837286,0.636364,0.478261,0.824769,0.545455,0.413043,0.811594,0.393939,0.413043,0.71805,0.72043,casualty
0.440476,0.494118,0.815546,0.404762,0.52381,0.797619,0.595238,0.404762,0.783447,0.428571,0.666667,0.867914,0.333333,0.309524,0.807823,0.988235,casualty
0.470588,0.484536,0.8302,0.547619,0.5625,0.823413,0.547619,0.479167,0.825893,0.404762,0.458333,0.816468,0.333333,0.458333,0.84375,0.876289,casualty
0.467532,0.509615,0.81993,0.473684,0.557692,0.829453,0.552632,0.5,0.799089,0.394737,0.480769,0.827935,0.394737,0.442308,0.815283,0.740385,casualty
0.461538,0.448276,0.868634,0.507692,0.431034,0.863395,0.630769,0.465517,0.855172,0.430769,0.517241,0.838992,0.184615,0.448276,0.916976,1.12069,casualty
0.467213,0.462585,0.880339,0.409836,0.452055,0.875365,0.655738,0.369863,0.877611,0.377049,0.547945,0.864586,0.344262,0.506849,0.901639,0.829932,casualty
0.470149,0.475524,0.886755,0.462687,0.549296,0.890898,0.656716,0.422535,0.879336,0.38806,0.56338,0.87366,0.253731,0.380282,0.900778,0.937063,casualty
0.48062,0.473282,0.875555,0.484375,0.553846,0.875481,0.671875,0.369231,0.870433,0.390625,0.523077,0.853365,0.296875,0.507692,0.897115,0.984733,casualty
0.5,0.463768,0.876863,0.521127,0.478261,0.860992,0.732394,0.391304,0.890386,0.478873,0.507246,0.87079,0.295775,0.507246,0.885283,1.02899,casualty
0.524194,0.503311,0.875668,0.548387,0.586667,0.890968,0.66129,0.413333,0.870323,0.564516,0.546667,0.865161,0.306452,0.453333,0.874624,0.821192,casualty
0.503817,0.532544,0.881792,0.492308,0.559524,0.909707,0.630769,0.440476,0.86337,0.492308,0.52381,0.889194,0.323077,0.452381,0.861355,0.775148,casualty
0.524194,0.518987,0.883116,0.5,0.607595,0.902001,0.677419,0.405063,0.884034,0.483871,0.518987,0.88628,0.370968,0.455696,0.860147,0.78481,casualty
0.513274,0.503226,0.870968,0.5,0.61039,0.880798,0.625,0.480519,0.878711,0.5,0.467532,0.872681,0.375,0.402597,0.846243,0.729032,casualty
0.465517,0.488235,0.885142,0.5,0.552941,0.856795,0.586207,0.447059,0.903245,0.310345,0.552941,0.897972,0.396552,0.470588,0.882556,0.682353,casualty
0.47482,0.486667,0.866906,0.521739,0.56,0.839034,0.608696,0.386667,0.878647,0.391304,0.586667,0.871304,0.391304,0.506667,0.875556,0.926667,casualty
0.487342,0.455882,0.876443,0.582278,0.544118,0.834512,0.734177,0.426471,0.904133,0.379747,0.544118,0.874721,0.341772,0.441176,0.892405,1.16176,casualty
0.5,0.466102,0.848916,0.557377,0.559322,0.826341,0.704918,0.423729,0.867463,0.393443,0.525424,0.840233,0.409836,0.423729,0.861628,1.0339,casualty
0.430769,0.484848,0.86148,0.507692,0.439394,0.837063,0.569231,0.439394,0.82704,0.4,0.575758,0.879254,0.292308,0.515152,0.902564,0.984848,casualty
0.423423,0.5,0.84282,0.490909,0.469697,0.813774,0.563636,0.454545,0.806887,0.309091,0.636364,0.868595,0.363636,0.515152,0.87741,0.840909,casualty
0.50641,0.480226,0.866145,0.512821,0.511364,0.861451,0.705128,0.363636,0.863636,0.474359,0.534091,0.874709,0.384615,0.420455,0.862471,0.881356,casualty
